project_id,state,district,work_category,project_description,sanctioned_amount_inr,implementing_agency,sanction_date,expected_completion_date,actual_completion_date,fraud_label,fraud_type
MPLAD-D23655,Karnataka,Mysuru,Drinking Water Plant,Construction of community drinking water facility and supply pipeline in Mysuru Gram Panchayat 25,536213.85,Contractor_22,2025-01-25,2025-05-10,2025-05-08,0,None
MPLAD-17DA82,Karnataka,Belagavi,Community Hall,Renovation and expansion of community hall in Belagavi Gram Panchayat 12,1498481.29,Contractor_35,2025-09-12,2026-01-14,2026-01-22,0,None
MPLAD-492A1B,Karnataka,Belagavi,Drinking Water Plant,Construction of community drinking water facility and supply pipeline in Belagavi Gram Panchayat 23,482121.14,Contractor_29,2025-02-10,2025-06-17,2025-06-21,0,None
MPLAD-09917C,Rajasthan,Jodhpur,Solar Street Light,Installation of 10 solar street lights in Jodhpur Gram Panchayat 24,228704.19,Contractor_33,2025-06-30,2025-12-18,,1,Cost Inflation
MPLAD-A9B507,Jammu And Kashmir,Srinagar,Community Hall,Development and construction of public community center in Srinagar Gram Panchayat 3,1681115.76,Contractor_39,2025-03-15,2025-06-29,2025-07-08,0,None
MPLAD-EE1D30,Karnataka,Mysuru,Community Hall,Development and construction of public community center in Mysuru Block 18,1571624.82,Contractor_16,2025-07-09,2025-10-16,2025-10-17,0,None
MPLAD-A1A9EB,Jammu And Kashmir,Jammu,Solar Street Light,Installation of 20 solar street lights in Jammu Block 29,65518.27,Contractor_14,2025-04-06,2025-08-23,,0,None
MPLAD-64D630,West Bengal,Kolkata,Road Repair,Paver block fixing and road repair work in Kolkata Gram Panchayat 6,757115.38,Contractor_44,2025-09-09,2025-12-25,,0,None
MPLAD-45D41F,Bihar,Muzaffarpur,Drinking Water Plant,Deep tube-well drilling and solar water purification plant setup at Muzaffarpur Block 33,516783.98,Contractor_15,2025-12-30,2026-05-07,,0,None
MPLAD-B3DCDC,West Bengal,Darjeeling,Solar Street Light,Fitting 25 solar powered street lamps in Darjeeling Zone 9,84702.65,Contractor_40,2025-03-13,2025-06-14,2025-06-17,0,None
MPLAD-277DC5,Jammu And Kashmir,Jammu,Solar Street Light,Installation of 15 solar street lights in Jammu Block 5,66314.96,Contractor_29,2025-07-23,2025-12-12,2025-12-15,0,None
MPLAD-2723BC,Uttar Pradesh,Varanasi,School Boundary Wall,Construction of protective compound boundary wall for ZP School in Varanasi Ward 20,310806.54,Contractor_11,2025-06-26,2025-10-10,2025-09-26,0,None
MPLAD-742529,West Bengal,Howrah,Community Hall,Construction of community hall in Howrah Ward 18,1429064.3,Contractor_9,2025-12-30,2026-06-04,,0,None
MPLAD-5DCDAF,Assam,Silchar,Drinking Water Plant,Deep tube-well drilling and solar water purification plant setup at Silchar Zone 22,511442.83,Contractor_37,2025-02-17,2025-06-08,2025-06-11,0,None
MPLAD-E3C2DE,Bihar,Patna,Solar Street Light,Supply and erection of 50 LED solar street lights at Patna Zone 27,81504.73,Contractor_40,2025-01-15,2025-07-06,2025-06-29,0,None
MPLAD-6C7DD6,Assam,Dibrugarh,Solar Street Light,Setup of 15 high-mast solar illumination units in Dibrugarh Gram Panchayat 20,74960.76,Contractor_30,2025-11-18,2026-05-09,,0,None
MPLAD-C89987,Jammu And Kashmir,Baramulla,Solar Street Light,Electrification via 15 solar street lights across Baramulla Block 21,78772.27,Contractor_47,2025-03-22,2025-08-20,2025-08-15,0,None
MPLAD-9D174D,Karnataka,Belagavi,Drinking Water Plant,Construction of community drinking water facility and supply pipeline in Belagavi Block 29,547537.41,Contractor_16,2025-03-08,2025-08-16,2025-08-08,0,None
MPLAD-6520BF,Rajasthan,Udaipur,Community Hall,Development and construction of public community center in Udaipur Block 13,1338724.66,Contractor_49,2025-05-29,2025-10-19,2025-10-09,0,None
MPLAD-A84332,Jammu And Kashmir,Baramulla,Community Hall,Renovation and expansion of community hall in Baramulla Gram Panchayat 16,1499306.22,Contractor_14,2025-09-21,2026-01-28,2026-01-15,0,None
MPLAD-7CD5D3,Tamil Nadu,Trichy,Road Repair,Paver block fixing and road repair work in Trichy Zone 1,770579.02,Contractor_7,2025-01-26,2025-07-11,,0,None
MPLAD-96581A,Karnataka,Mysuru,School Boundary Wall,Construction of security compound wall around Zilla Parishad school in Mysuru Ward 24,1120981.15,Contractor_36,2025-05-16,2025-09-29,2025-09-15,1,Cost Inflation
MPLAD-2BE24F,Jammu And Kashmir,Jammu,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Jammu Ward 7,457353.17,Contractor_26,2025-09-16,2026-01-19,2026-01-23,0,None
MPLAD-8A9DD0,Assam,Dibrugarh,Drinking Water Plant,Construction of community drinking water facility and supply pipeline in Dibrugarh Sector 3,529489.72,Contractor_3,2025-06-23,2025-10-09,2025-10-10,0,None
MPLAD-29D271,Assam,Dibrugarh,Community Hall,Civil construction work of Samaj Mandir / Community Hall at Dibrugarh Zone 21,1585436.74,Contractor_11,2025-08-31,2025-12-18,2025-12-19,0,None
MPLAD-8CF260,Karnataka,Belagavi,School Boundary Wall,Construction of security compound wall around Zilla Parishad school in Belagavi Gram Panchayat 2,329436.94,Contractor_24,2025-06-03,2025-11-05,2025-11-12,0,None
MPLAD-63D234,Tamil Nadu,Chennai,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Chennai Ward 4,517380.64,Contractor_38,2025-08-02,2026-01-15,2026-01-20,0,None
MPLAD-2E2997,Rajasthan,Jaipur,School Boundary Wall,Construction of protective compound boundary wall for ZP School in Jaipur Sector 29,280230.72,Contractor_21,2025-11-19,2026-05-15,2026-05-18,0,None
MPLAD-A70B8F,West Bengal,Darjeeling,School Boundary Wall,Construction of protective compound boundary wall for ZP School in Darjeeling Ward 34,279085.88,Contractor_14,2025-12-20,2026-05-23,2026-05-23,0,None
MPLAD-D16A9C,Jammu And Kashmir,Jammu,Road Repair,Paver block fixing and road repair work in Jammu Block 35,765009.91,Contractor_23,2025-12-06,2026-04-23,2026-04-13,0,None
MPLAD-0FD372,West Bengal,Howrah,Drinking Water Plant,Installation of clean drinking water filtration unit in Howrah Ward 32,511007.66,Contractor_21,2025-04-09,2025-09-17,2025-09-11,0,None
MPLAD-67354C,Tamil Nadu,Chennai,School Boundary Wall,Fencing and perimeter boundary wall development for public school in Chennai Block 10,290928.19,Contractor_19,2025-05-21,2025-10-31,2025-10-28,0,None
MPLAD-AEC4B1,Bihar,Muzaffarpur,Solar Street Light,Setup of 15 high-mast solar illumination units in Muzaffarpur Ward 35,70752.61,Contractor_18,2026-01-01,2026-05-27,2026-06-04,0,None
MPLAD-7E2509,Bihar,Gaya,Road Repair,Asphalt resurfacing and repair of main road in Gaya Ward 4,839234.26,Contractor_7,2025-03-12,2025-07-11,2025-07-12,0,None
MPLAD-FA55F4,Bihar,Gaya,School Boundary Wall,"Erection of brick masonry boundary wall at Government High School, Gaya Gram Panchayat 31",289817.62,Contractor_42,2025-08-30,2025-11-28,,0,None
MPLAD-0FC6B0,Karnataka,Mysuru,Community Hall,Construction of community hall in Mysuru Zone 15,1602364.42,Contractor_35,2025-05-28,2025-11-16,2025-11-25,0,None
MPLAD-0F958F,Rajasthan,Jaipur,Solar Street Light,Setup of 50 high-mast solar illumination units in Jaipur Gram Panchayat 12,83264.59,Contractor_48,2025-03-31,2025-07-03,,0,None
MPLAD-9A5E29,Tamil Nadu,Chennai,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Chennai Gram Panchayat 9,537674.32,Contractor_33,2025-01-05,2025-05-17,2025-05-22,0,None
MPLAD-37C4EF,Karnataka,Bengaluru Urban,School Boundary Wall,"Erection of brick masonry boundary wall at Government High School, Bengaluru Urban Block 19",286370.22,Contractor_37,2025-02-27,2025-07-25,2025-08-01,0,None
MPLAD-FB61E8,Rajasthan,Jodhpur,Community Hall,Construction of community hall in Jodhpur Ward 31,1370197.97,Contractor_21,2025-11-24,2026-04-28,2026-04-25,0,None
MPLAD-F87434,West Bengal,Darjeeling,Community Hall,Development and construction of public community center in Darjeeling Zone 1,1302732.05,Contractor_17,2025-07-16,2025-11-17,,0,None
MPLAD-3FE75B,Bihar,Aurangabad_BR,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Aurangabad_BR Block 8,519276.86,Contractor_41,2025-02-01,2025-06-10,2025-06-16,0,None
MPLAD-EA2665,West Bengal,Tamluk,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Tamluk Gram Panchayat 31,486754.39,Contractor_49,2025-04-24,2025-09-22,2025-09-30,0,None
MPLAD-D58D6D,West Bengal,Kolkata,Road Repair,Concreting and repair of internal village road at Kolkata Zone 8,860399.0,Contractor_4,2025-04-22,2025-09-26,2025-10-03,0,None
MPLAD-8F8ABD,Assam,Guwahati,Road Repair,Paver block fixing and road repair work in Guwahati Ward 32,880577.63,Contractor_6,2025-04-14,2025-08-03,2025-08-04,0,None
MPLAD-18470D,Jammu And Kashmir,Srinagar,Road Repair,Repair of internal road in Srinagar Gram Panchayat 20,789096.54,Contractor_47,2025-01-29,2025-07-03,2025-07-06,0,None
MPLAD-88EA41,West Bengal,Kolkata,Solar Street Light,Installation of 30 solar street lights in Kolkata Sector 5,72918.97,Contractor_31,2025-01-02,2025-04-07,2025-04-14,0,None
MPLAD-C5601B,Uttar Pradesh,Agra,Solar Street Light,Setup of 25 high-mast solar illumination units in Agra Gram Panchayat 25,70741.81,Contractor_6,2025-04-03,2025-08-18,,0,None
MPLAD-A30D26,Bihar,Gaya,Road Repair,Asphalt resurfacing and repair of main road in Gaya Sector 2,726597.96,Contractor_20,2025-06-28,2025-12-03,2025-11-22,0,None
MPLAD-CC47A3,Rajasthan,Udaipur,School Boundary Wall,Fencing and perimeter boundary wall development for public school in Udaipur Ward 18,310409.99,Contractor_13,2025-10-06,2026-02-21,2026-02-13,0,None
MPLAD-C9EDF9,Rajasthan,Udaipur,Solar Street Light,Installation of 30 solar street lights in Udaipur Sector 29,65644.35,Contractor_39,2025-12-05,2026-03-07,2026-02-22,0,None
MPLAD-90DF47,Rajasthan,Jodhpur,Solar Street Light,Installation of 15 solar street lights in Jodhpur Zone 19,69894.68,Contractor_15,2025-01-23,2025-05-22,2025-05-31,0,None
MPLAD-B7017B,Karnataka,Bengaluru Urban,Road Repair,Bituminous macadam road repair and pothole filling in Bengaluru Urban Gram Panchayat 20,763780.74,Contractor_18,2025-11-03,2026-03-11,,0,None
MPLAD-B8B866,Uttar Pradesh,Agra,Solar Street Light,Setup of 50 high-mast solar illumination units in Agra Zone 21,76134.36,Contractor_45,2025-10-30,2026-04-09,2026-04-05,0,None
MPLAD-60C519,Rajasthan,Jaipur,School Boundary Wall,Reconstruction of damaged perimeter boundary wall for primary school in Jaipur Ward 30,294495.55,Contractor_4,2025-06-03,2025-11-08,2025-10-31,0,None
MPLAD-EBF73C,Assam,Silchar,Road Repair,Asphalt resurfacing and repair of main road in Silchar Sector 29,782535.5,Contractor_24,2025-08-02,2025-11-17,2025-11-10,0,None
MPLAD-505D05,Maharashtra,Palghar,Solar Street Light,Installation of 50 solar street lights in Palghar Sector 13,350401.34,Contractor_49,2025-04-08,2025-08-24,2025-08-28,1,Cost Inflation
MPLAD-A19808,West Bengal,Darjeeling,Road Repair,Concreting and repair of internal village road at Darjeeling Sector 14,844861.05,Contractor_13,2025-10-14,2026-02-07,,0,None
MPLAD-86A83D,West Bengal,Tamluk,Solar Street Light,Electrification via 20 solar street lights across Tamluk Block 25,79937.58,Contractor_30,2025-09-03,2026-01-21,,0,None
MPLAD-EF259A,Tamil Nadu,Madurai,Road Repair,Paver block fixing and road repair work in Madurai Gram Panchayat 21,829744.27,Contractor_14,2025-06-07,2025-11-09,,0,None
MPLAD-4F95E8,West Bengal,Tamluk,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Tamluk Gram Panchayat 19,481292.2,Contractor_10,2025-01-24,2025-04-26,2025-04-29,0,None
MPLAD-6522BA,West Bengal,Darjeeling,Community Hall,Development and construction of public community center in Darjeeling Gram Panchayat 32,1431946.11,Contractor_30,2025-07-14,2025-12-21,2025-12-27,0,None
MPLAD-0127A9,Uttar Pradesh,Varanasi,Community Hall,Construction of community hall in Varanasi Sector 5,1593108.89,Contractor_43,2025-06-30,2025-12-06,2025-12-08,0,None
MPLAD-CFC667,Uttar Pradesh,Varanasi,Solar Street Light,Supply and erection of 30 LED solar street lights at Varanasi Gram Panchayat 24,80286.78,Contractor_4,2025-07-31,2025-11-06,2025-10-22,0,None
MPLAD-3B335A,Jammu And Kashmir,Jammu,Road Repair,Bituminous macadam road repair and pothole filling in Jammu Sector 2,827545.72,Contractor_34,2025-11-12,2026-04-13,2026-04-15,0,None
MPLAD-7741D9,Maharashtra,Aurangabad,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Aurangabad Ward 13,503573.81,Contractor_40,2025-05-27,2025-09-16,2025-09-04,0,None
MPLAD-E683DC,Tamil Nadu,Trichy,Road Repair,Paver block fixing and road repair work in Trichy Ward 15,750483.64,Contractor_20,2025-07-01,2025-10-09,2025-10-06,0,None
MPLAD-D6AB34,Maharashtra,Pune,Solar Street Light,Setup of 10 high-mast solar illumination units in Pune Sector 11,78074.71,Contractor_6,2025-11-29,2026-04-19,2026-04-21,0,None
MPLAD-C4B628,Karnataka,Belagavi,School Boundary Wall,Construction of protective compound boundary wall for ZP School in Belagavi Ward 31,320719.79,Contractor_18,2025-11-27,2026-03-09,,0,None
MPLAD-DE8593,Tamil Nadu,Chennai,Solar Street Light,Fitting 10 solar powered street lamps in Chennai Ward 10,83483.19,Contractor_49,2025-12-17,2026-03-19,2026-08-04,1,Delayed Completion
MPLAD-AEDB30,Uttar Pradesh,Varanasi,School Boundary Wall,Construction of security compound wall around Zilla Parishad school in Varanasi Gram Panchayat 9,325732.5,Contractor_45,2025-06-03,2025-11-12,2025-11-09,0,None
MPLAD-6E5D9D,Maharashtra,Pune,Solar Street Light,Fitting 30 solar powered street lamps in Pune Zone 26,75015.86,Contractor_50,2025-06-27,2025-11-19,2025-11-06,0,None
MPLAD-09722D,Jammu And Kashmir,Baramulla,Drinking Water Plant,Construction of community drinking water facility and supply pipeline in Baramulla Zone 25,452962.57,Contractor_6,2025-05-20,2025-09-16,2025-09-13,0,None
MPLAD-56F5F7,Bihar,Patna,Road Repair,Asphalt resurfacing and repair of main road in Patna Gram Panchayat 21,759075.9,Contractor_24,2025-05-07,2025-09-08,2025-09-15,0,None
MPLAD-B2A9E4,Jammu And Kashmir,Baramulla,Solar Street Light,Supply and erection of 25 LED solar street lights at Baramulla Gram Panchayat 33,66830.41,Contractor_27,2025-06-07,2025-10-09,2025-09-26,0,None
MPLAD-002D72,Assam,Guwahati,Solar Street Light,Setup of 10 high-mast solar illumination units in Guwahati Block 27,65525.24,Contractor_25,2025-07-01,2025-12-14,2025-12-09,0,None
MPLAD-083AAF,West Bengal,Tamluk,Solar Street Light,Fitting 20 solar powered street lamps in Tamluk Block 32,79496.88,Contractor_10,2025-10-14,2026-04-09,2026-03-29,0,None
MPLAD-9B8DF6,Rajasthan,Jodhpur,Solar Street Light,Fitting 15 solar powered street lamps in Jodhpur Gram Panchayat 13,281825.95,Contractor_30,2025-05-22,2025-10-20,2025-10-16,1,Cost Inflation
MPLAD-4FB494,Rajasthan,Jodhpur,Solar Street Light,Setup of 20 high-mast solar illumination units in Jodhpur Gram Panchayat 9,67709.79,Contractor_20,2025-01-04,2025-06-22,2025-06-17,0,None
MPLAD-B5795F,West Bengal,Darjeeling,Drinking Water Plant,Installation of clean drinking water filtration unit in Darjeeling Gram Panchayat 16,510321.13,Contractor_21,2025-12-22,2026-05-01,2026-04-28,0,None
MPLAD-ED2097,Karnataka,Bengaluru Urban,School Boundary Wall,"Erection of brick masonry boundary wall at Government High School, Bengaluru Urban Zone 2",286818.01,Contractor_47,2025-07-21,2025-12-30,2026-01-01,0,None
MPLAD-4BE908,Jammu And Kashmir,Baramulla,School Boundary Wall,Fencing and perimeter boundary wall development for public school in Baramulla Gram Panchayat 9,326578.49,Contractor_41,2025-04-18,2025-10-13,2025-10-23,0,None
MPLAD-34A357,Uttar Pradesh,Agra,Drinking Water Plant,Construction of community drinking water facility and supply pipeline in Agra Gram Panchayat 35,474202.12,Contractor_33,2025-12-04,2026-04-21,2026-04-25,0,None
MPLAD-5CE95D,Assam,Silchar,School Boundary Wall,Construction of protective compound boundary wall for ZP School in Silchar Ward 23,302618.71,Contractor_11,2025-07-04,2025-12-22,,0,None
MPLAD-00C4F9,Rajasthan,Jodhpur,Road Repair,Concreting and repair of internal village road at Jodhpur Zone 34,708859.34,Contractor_36,2025-11-27,2026-04-21,2026-04-09,0,None
MPLAD-81C70E,Jammu And Kashmir,Baramulla,Road Repair,Bituminous macadam road repair and pothole filling in Baramulla Zone 10,837532.88,Contractor_23,2025-04-24,2025-09-11,2025-09-17,0,None
MPLAD-8B639D,Rajasthan,Jaipur,Solar Street Light,Supply and erection of 20 LED solar street lights at Jaipur Block 22,309810.36,Contractor_30,2025-06-01,2025-09-13,2025-09-21,1,Cost Inflation
MPLAD-54E434,Jammu And Kashmir,Srinagar,Community Hall,Development and construction of public community center in Srinagar Block 3,1508445.93,Contractor_46,2025-06-28,2025-11-21,2025-11-20,0,None
MPLAD-2627DD,Bihar,Gaya,Solar Street Light,Supply and erection of 20 LED solar street lights at Gaya Zone 28,65451.7,Contractor_30,2025-06-25,2025-10-24,2025-10-26,0,None
MPLAD-5DD05E,Uttar Pradesh,Varanasi,Community Hall,Construction of community hall in Varanasi Zone 13,1619102.32,Contractor_29,2025-11-19,2026-05-09,2026-05-06,0,None
MPLAD-BE70F3,West Bengal,Tamluk,Road Repair,Repair of internal road in Tamluk Sector 35,785910.57,Contractor_12,2025-01-03,2025-05-08,2025-05-18,0,None
MPLAD-E049BC,Bihar,Muzaffarpur,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Muzaffarpur Block 25,482598.49,Contractor_40,2025-08-23,2026-02-14,,0,None
MPLAD-0E34F3,Karnataka,Mysuru,School Boundary Wall,Reconstruction of damaged perimeter boundary wall for primary school in Mysuru Zone 6,305220.28,Contractor_44,2025-06-28,2025-12-14,2025-12-20,0,None
MPLAD-BF2B31,Tamil Nadu,Chennai,Community Hall,Building multipurpose cultural community hall in Chennai Gram Panchayat 9,5867463.52,Contractor_37,2025-05-03,2025-08-24,2025-08-13,1,Cost Inflation
MPLAD-8424EE,Assam,Silchar,School Boundary Wall,"Erection of brick masonry boundary wall at Government High School, Silchar Ward 32",295382.33,Contractor_19,2025-09-07,2026-02-26,,0,None
MPLAD-B01213,Maharashtra,Mumbai Suburban,Community Hall,Renovation and expansion of community hall in Mumbai Suburban Zone 32,1374839.43,Contractor_27,2025-08-19,2025-11-18,2025-11-09,0,None
MPLAD-B9F6CF,Jammu And Kashmir,Srinagar,School Boundary Wall,"Erection of brick masonry boundary wall at Government High School, Srinagar Sector 18",294937.83,Contractor_15,2025-08-16,2025-11-24,2025-12-04,0,None
MPLAD-4B3B88,Jammu And Kashmir,Jammu,Road Repair,Concreting and repair of internal village road at Jammu Zone 24,757734.06,Contractor_35,2025-08-23,2026-01-25,2026-01-13,0,None
